13,RoW,Water,Heilongjiang,2587.359841418736,黑龙江
15,North,Energy,Heilongjiang,8.350554526023524,黑龙江
16,Northeast,Energy,Heilongjiang,16.5360672584128,黑龙江
17,Central,Energy,Heilongjiang,4.380059776211636,黑龙江
18,Central Coast,Energy,Heilongjiang,3.6342133760571116,黑龙江
19,South Coast,Energy,Heilongjiang,1.0654979083324463,黑龙江
20,Southwest,Energy,Heilongjiang,1.3832315565217832,黑龙江
21,Northwest,Energy,Heilongjiang,6.102568494083915,黑龙江
22,EU,Energy,Heilongjiang,0.8392708384025216,黑龙江
23,Non-EU,Energy,Heilongjiang,0.25884138228743436,黑龙江
24,EA,Energy,Heilongjiang,2.8033282377748474,黑龙江
25,BRIIAT,Energy,Heilongjiang,1.9474209869421275,黑龙江
26,NAFTA,Energy,Heilongjiang,1.1325447027197288,黑龙江
27,RoW,Energy,Heilongjiang,5.570629288843466,黑龙江
29,North,CO2,Heilongjiang,23.499588852873313,黑龙江
30,Northeast,CO2,Heilongjiang,42.669553093079834,黑龙江
31,Central,CO2,Heilongjiang,13.199286326547156,黑龙江
32,Central Coast,CO2,Heilongjiang,9.649665524544137,黑龙江
33,South Coast,CO2,Heilongjiang,2.823509781542619,黑龙江
34,Southwest,CO2,Heilongjiang,3.9767504310266077,黑龙江
35,Northwest,CO2,Heilongjiang,17.437839931997562,黑龙江
36,EU,CO2,Heilongjiang,0.9697961639384644,黑龙江
37,Non-EU,CO2,Heilongjiang,0.390916261175921,黑龙江
38,EA,CO2,Heilongjiang,2.5499541123765344,黑龙江
39,BRIIAT,CO2,Heilongjiang,4.7709864685046375,黑龙江
40,NAFTA,CO2,Heilongjiang,1.8550555854460284,黑龙江
41,RoW,CO2,Heilongjiang,7.565753188208419,黑龙江
43,North,Land,Heilongjiang,519.082681096761,黑龙江
44,Northeast,Land,Heilongjiang,853.3890567313358,黑龙江
45,Central,Land,Heilongjiang,445.2264105117194,黑龙江
46,Central Coast,Land,Heilongjiang,102.9406586305371,黑龙江
47,South Coast,Land,Heilongjiang,62.03980297293996,黑龙江
48,Southwest,Land,Heilongjiang,293.000002738494,黑龙江
49,Northwest,Land,Heilongjiang,1838.840423862035,黑龙江
50,EU,Land,Heilongjiang,32.61061372648213,黑龙江
51,Non-EU,Land,Heilongjiang,15.623092653905195,黑龙江
52,EA,Land,Heilongjiang,6.910557666526771,黑龙江
53,BRIIAT,Land,Heilongjiang,1034.2637137483223,黑龙江
54,NAFTA,Land,Heilongjiang,415.2404864127808,黑龙江
55,RoW,Land,Heilongjiang,1766.6767560941205,黑龙江
56,Heilongjiang,Water,North,7872.660973296104,黑龙江
70,Heilongjiang,Energy,North,9.31158272826681,黑龙江
84,Heilongjiang,CO2,North,29.36170023946658,黑龙江
98,Heilongjiang,Land,North,4533.414849052409,黑龙江
112,Heilongjiang,Water,Northeast,6816.128129652871,黑龙江
126,Heilongjiang,Energy,Northeast,11.142874882040115,黑龙江
140,Heilongjiang,CO2,Northeast,33.57406282958026,黑龙江
154,Heilongjiang,Land,Northeast,3892.8304468613687,黑龙江
168,Heilongjiang,Water,Central,3671.7333113573286,黑龙江
182,Heilongjiang,Energy,Central,3.49399091475404,黑龙江
196,Heilongjiang,CO2,Central,11.221835823504165,黑龙江
210,Heilongjiang,Land,Central,2123.8582149774625,黑龙江
224,Heilongjiang,Water,Central Coast,6104.929554080457,黑龙江
238,Heilongjiang,Energy,Central Coast,4.670885553267486,黑龙江
252,Heilongjiang,CO2,Central Coast,15.656629935310722,黑龙江
266,Heilongjiang,Land,Central Coast,3552.8351069687524,黑龙江
280,Heilongjiang,Water,South Coast,611.4556145378294,黑龙江
294,Heilongjiang,Energy,South Coast,2.398469085777866,黑龙江
308,Heilongjiang,CO2,South Coast,6.129200137728827,黑龙江
322,Heilongjiang,Land,South Coast,342.6223082872025,黑龙江
336,Heilongjiang,Water,Southwest,1017.748025153634,黑龙江
350,Heilongjiang,Energy,Southwest,1.7807824907911671,黑龙江
364,Heilongjiang,CO2,Southwest,5.057860112414194,黑龙江
378,Heilongjiang,Land,Southwest,583.8408139433373,黑龙江
392,Heilongjiang,Water,Northwest,1633.7715526587338,黑龙江
406,Heilongjiang,Energy,Northwest,2.71345901791216,黑龙江
420,Heilongjiang,CO2,Northwest,7.892219099086733,黑龙江
434,Heilongjiang,Land,Northwest,936.8569567935339,黑龙江
448,Heilongjiang,Water,EU,889.8789533025877,黑龙江
462,Heilongjiang,Energy,EU,1.670414900000548,黑龙江
476,Heilongjiang,CO2,EU,4.834323844059965,黑龙江
490,Heilongjiang,Land,EU,508.8697483267965,黑龙江
504,Heilongjiang,Water,Non-EU,316.91947811814237,黑龙江
518,Heilongjiang,Energy,Non-EU,0.5784207547582219,黑龙江
532,Heilongjiang,CO2,Non-EU,1.6792690694947077,黑龙江
546,Heilongjiang,Land,Non-EU,181.44401803977314,黑龙江
560,Heilongjiang,Water,EA,793.4606425745623,黑龙江
574,Heilongjiang,Energy,EA,1.4289289381366794,黑龙江
588,Heilongjiang,CO2,EA,4.156134081317299,黑龙江
602,Heilongjiang,Land,EA,454.5755937111406,黑龙江
616,Heilongjiang,Water,BRIIAT,839.0247572050836,黑龙江
630,Heilongjiang,Energy,BRIIAT,1.4908562910847172,黑龙江
644,Heilongjiang,CO2,BRIIAT,4.333333963110496,黑龙江
658,Heilongjiang,Land,BRIIAT,480.3713782488562,黑龙江
672,Heilongjiang,Water,NAFTA,1587.652278093209,黑龙江
686,Heilongjiang,Energy,NAFTA,2.6836465668231217,黑龙江
700,Heilongjiang,CO2,NAFTA,7.886655164161695,黑龙江
714,Heilongjiang,Land,NAFTA,908.9538290880504,黑龙江
728,Heilongjiang,Water,RoW,1206.1550890096066,黑龙江
742,Heilongjiang,Energy,RoW,2.5205492475706626,黑龙江
756,Heilongjiang,CO2,RoW,7.196999912897959,黑龙江
770,Heilongjiang,Land,RoW,687.7680372798695,黑龙江
,source,EWCL,target,value,region
1,North,Water,Jiangsu,5995.061201824445,江苏
2,Northeast,Water,Jiangsu,4898.617633893921,江苏
3,Central,Water,Jiangsu,6042.436661905674,江苏
4,Central Coast,Water,Jiangsu,478.7456415266582,江苏
5,South Coast,Water,Jiangsu,1220.1625549434289,江苏
6,Southwest,Water,Jiangsu,2359.7971143434943,江苏
7,Northwest,Water,Jiangsu,4109.230601631384,江苏
8,EU,Water,Jiangsu,232.70486088836606,江苏
9,Non-EU,Water,Jiangsu,119.98772986602492,江苏
10,EA,Water,Jiangsu,153.6158059905692,江苏
11,BRIIAT,Water,Jiangsu,4188.0088063139165,江苏
12,NAFTA,Water,Jiangsu,2620.338543692941,江苏
13,RoW,Water,Jiangsu,8134.588065800502,江苏
15,North,Energy,Jiangsu,23.28265958834048,江苏
16,Northeast,Energy,Jiangsu,7.171788890828479,江苏
17,Central,Energy,Jiangsu,26.963142802600547,江苏
18,Central Coast,Energy,Jiangsu,4.696274483298204,江苏
19,South Coast,Energy,Jiangsu,4.293337971435994,江苏
20,Southwest,Energy,Jiangsu,6.0944815466134035,江苏
21,Northwest,Energy,Jiangsu,13.388744206312499,江苏
22,EU,Energy,Jiangsu,3.2833482695290757,江苏
23,Non-EU,Energy,Jiangsu,1.0107020366279997,江苏
24,EA,Energy,Jiangsu,11.230609468487062,江苏
25,BRIIAT,Energy,Jiangsu,7.137407649638293,江苏
26,NAFTA,Energy,Jiangsu,4.3107776283065755,江苏
27,RoW,Energy,Jiangsu,19.78593952665284,江苏
29,North,CO2,Jiangsu,63.67160441365475,江苏
30,Northeast,CO2,Jiangsu,21.292688608624143,江苏
31,Central,CO2,Jiangsu,77.8357145225549,江苏
32,Central Coast,CO2,Jiangsu,11.973065667686255,江苏
33,South Coast,CO2,Jiangsu,11.716253667326082,江苏
34,Southwest,CO2,Jiangsu,18.189182006074372,江苏
35,Northwest,CO2,Jiangsu,37.96930331482869,江苏
36,EU,CO2,Jiangsu,3.8309349240027957,江苏
37,Non-EU,CO2,Jiangsu,1.5400837176927424,江苏
38,EA,CO2,Jiangsu,10.921470211083918,江苏
39,BRIIAT,CO2,Jiangsu,16.85920251289153,江苏
40,NAFTA,CO2,Jiangsu,6.817006876883238,江苏
41,RoW,CO2,Jiangsu,25.96040963459927,江苏
43,North,Land,Jiangsu,1036.1297919174663,江苏
44,Northeast,Land,Jiangsu,2587.949645615036,江苏
45,Central,Land,Jiangsu,1602.442449487441,江苏
46,Central Coast,Land,Jiangsu,170.52019962148103,江苏
47,South Coast,Land,Jiangsu,519.6196890518112,江苏
48,Southwest,Land,Jiangsu,1697.6836308888192,江苏
49,Northwest,Land,Jiangsu,8829.610128949967,江苏
50,EU,Land,Jiangsu,109.80401242344477,江苏
51,Non-EU,Land,Jiangsu,58.64548162267265,江苏
52,EA,Land,Jiangsu,28.869055849883217,江苏
53,BRIIAT,Land,Jiangsu,3123.830405818735,江苏
54,NAFTA,Land,Jiangsu,1242.2807768967405,江苏
55,RoW,Land,Jiangsu,5533.499707776884,江苏
56,Jiangsu,Water,North,3908.9619289144975,江苏
70,Jiangsu,Energy,North,13.04009690237734,江苏
84,Jiangsu,CO2,North,35.76148224643802,江苏
98,Jiangsu,Land,North,364.7190102058589,江苏
112,Jiangsu,Water,Northeast,1810.1478695514538,江苏
126,Jiangsu,Energy,Northeast,6.151093133849886,江苏
140,Jiangsu,CO2,Northeast,16.622159738183296,江苏
154,Jiangsu,Land,Northeast,174.45966094970478,江苏
168,Jiangsu,Water,Central,3609.4658247395005,江苏
182,Jiangsu,Energy,Central,17.034340721269317,江苏
196,Jiangsu,CO2,Central,45.83730075565435,江苏
210,Jiangsu,Land,Central,292.5641277043748,江苏
224,Jiangsu,Water,Central Coast,3255.0602712521195,江苏
238,Jiangsu,Energy,Central Coast,15.340627837736173,江苏
252,Jiangsu,CO2,Central Coast,42.25274486290026,江苏
266,Jiangsu,Land,Central Coast,240.7049266948562,江苏
280,Jiangsu,Water,South Coast,1651.8752287423222,江苏
294,Jiangsu,Energy,South Coast,5.907507084697938,江苏
308,Jiangsu,CO2,South Coast,15.966988970232498,江苏
322,Jiangsu,Land,South Coast,153.24516926500348,江苏
336,Jiangsu,Water,Southwest,1424.9926821362953,江苏
350,Jiangsu,Energy,Southwest,5.745445968386942,江苏
364,Jiangsu,CO2,Southwest,15.398376967211767,江苏
378,Jiangsu,Land,Southwest,128.52772164709398,江苏
392,Jiangsu,Water,Northwest,2776.3858886965177,江苏
406,Jiangsu,Energy,Northwest,11.135604621936448,江苏
420,Jiangsu,CO2,Northwest,29.70225785630842,江苏
434,Jiangsu,Land,Northwest,253.83072131721667,江苏
448,Jiangsu,Water,EU,3142.603291872392,江苏
462,Jiangsu,Energy,EU,10.734790523311313,江苏
476,Jiangsu,CO2,EU,28.93147398655851,江苏
490,Jiangsu,Land,EU,305.8303741668962,江苏
504,Jiangsu,Water,Non-EU,1098.1091826481193,江苏
518,Jiangsu,Energy,Non-EU,3.755001124626283,江苏
532,Jiangsu,CO2,Non-EU,10.11913975347829,江苏
546,Jiangsu,Land,Non-EU,106.91188372275548,江苏
560,Jiangsu,Water,EA,2611.179956268006,江苏
574,Jiangsu,Energy,EA,8.791964154430538,江苏
588,Jiangsu,CO2,EA,23.696078352620848,江苏
602,Jiangsu,Land,EA,256.33912330519115,江苏
616,Jiangsu,Water,BRIIAT,3046.1515895753255,江苏
630,Jiangsu,Energy,BRIIAT,9.718249677848833,江苏
644,Jiangsu,CO2,BRIIAT,26.345150412033824,江苏
658,Jiangsu,Land,BRIIAT,301.28449040402796,江苏
672,Jiangsu,Water,NAFTA,5790.902062801872,江苏
686,Jiangsu,Energy,NAFTA,19.20712170595545,江苏
700,Jiangsu,CO2,NAFTA,51.98549374637503,江苏
714,Jiangsu,Land,NAFTA,565.7743931211655,江苏
728,Jiangsu,Water,RoW,4192.721154456068,江苏
742,Jiangsu,Energy,RoW,15.5831797559087,江苏
756,Jiangsu,CO2,RoW,41.68105200959685,江苏
770,Jiangsu,Land,RoW,401.62143100966017,江苏
,source,EWCL,target,value,region
1,North,Water,Chongqing,858.0448577436285,重庆
2,Northeast,Water,Chongqing,520.0392330319512,重庆
3,Central,Water,Chongqing,2182.220172688713,重庆
4,Central Coast,Water,Chongqing,337.72989941366495,重庆
5,South Coast,Water,Chongqing,374.89779821370325,重庆
6,Southwest,Water,Chongqing,2341.9551281713757,重庆
7,Northwest,Water,Chongqing,790.3622356686026,重庆
8,EU,Water,Chongqing,48.68508229186466,重庆
9,Non-EU,Water,Chongqing,24.37256077648043,重庆
10,EA,Water,Chongqing,28.15844421801991,重庆
11,BRIIAT,Water,Chongqing,973.8381052461181,重庆
12,NAFTA,Water,Chongqing,618.2798601534873,重庆
13,RoW,Water,Chongqing,1817.778094701552,重庆
15,North,Energy,Chongqing,2.729542618922557,重庆
16,Northeast,Energy,Chongqing,1.0309370244004958,重庆
17,Central,Energy,Chongqing,3.681534841688848,重庆
18,Central Coast,Energy,Chongqing,1.6325338727211065,重庆
19,South Coast,Energy,Chongqing,1.9506351542096956,重庆
20,Southwest,Energy,Chongqing,6.444527253585949,重庆
21,Northwest,Energy,Chongqing,2.232668811504127,重庆
22,EU,Energy,Chongqing,0.6236192142596398,重庆
23,Non-EU,Energy,Chongqing,0.1877557326877017,重庆
24,EA,Energy,Chongqing,1.964739562112235,重庆
25,BRIIAT,Energy,Chongqing,1.2322823546693853,重庆
26,NAFTA,Energy,Chongqing,0.8071542115037029,重庆
27,RoW,Energy,Chongqing,3.4934299752205487,重庆
29,North,CO2,Chongqing,7.495197168284671,重庆
30,Northeast,CO2,Chongqing,2.928406057662033,重庆
31,Central,CO2,Chongqing,12.187075770776458,重庆
32,Central Coast,CO2,Chongqing,4.305364186006489,重庆
33,South Coast,CO2,Chongqing,5.298362007117872,重庆
34,Southwest,CO2,Chongqing,18.78293361885976,重庆
35,Northwest,CO2,Chongqing,6.445562296379279,重庆
36,EU,CO2,Chongqing,0.7373632874009494,重庆
37,Non-EU,CO2,Chongqing,0.28710559256671286,重庆
38,EA,CO2,Chongqing,1.8734540593585292,重庆
39,BRIIAT,CO2,Chongqing,3.0368623593124227,重庆
40,NAFTA,CO2,Chongqing,1.3303382998269044,重庆
41,RoW,CO2,Chongqing,4.764396243825993,重庆
43,North,Land,Chongqing,160.39772473522652,重庆
44,Northeast,Land,Chongqing,267.1142081677305,重庆
45,Central,Land,Chongqing,726.2875611273437,重庆
46,Central Coast,Land,Chongqing,57.31850516686053,重庆
47,South Coast,Land,Chongqing,153.8261439822008,重庆
48,Southwest,Land,Chongqing,1773.8204853218697,重庆
49,Northwest,Land,Chongqing,1601.09807858662,重庆
50,EU,Land,Chongqing,23.926303201967254,重庆
51,Non-EU,Land,Chongqing,11.74565787449116,重庆
52,EA,Land,Chongqing,5.266943012176026,重庆
53,BRIIAT,Land,Chongqing,715.7057497252243,重庆
54,NAFTA,Land,Chongqing,290.4692162749108,重庆
55,RoW,Land,Chongqing,1257.1490015108902,重庆
56,Chongqing,Water,North,850.3512898571664,重庆
70,Chongqing,Energy,North,2.96806995260157,重庆
84,Chongqing,CO2,North,8.128532581576168,重庆
98,Chongqing,Land,North,360.2513319461209,重庆
112,Chongqing,Water,Northeast,146.34011998995152,重庆
126,Chongqing,Energy,Northeast,0.6963115404363038,重庆
140,Chongqing,CO2,Northeast,1.8531095581269714,重庆
154,Chongqing,Land,Northeast,58.14693592751137,重庆
168,Chongqing,Water,Central,1487.153422555968,重庆
182,Chongqing,Energy,Central,3.6079219686490616,重庆
196,Chongqing,CO2,Central,10.424127457446124,重庆
210,Chongqing,Land,Central,646.5371762844467,重庆
224,Chongqing,Water,Central Coast,611.7528261206667,重庆
238,Chongqing,Energy,Central Coast,1.7176518691501501,重庆
252,Chongqing,CO2,Central Coast,4.894886338719383,重庆
266,Chongqing,Land,Central Coast,271.00345345366225,重庆
280,Chongqing,Water,South Coast,929.7175733466813,重庆
294,Chongqing,Energy,South Coast,4.000672806386684,重庆
308,Chongqing,CO2,South Coast,10.889119773277837,重庆
322,Chongqing,Land,South Coast,351.4699697880261,重庆
336,Chongqing,Water,Southwest,1300.6159852462097,重庆
350,Chongqing,Energy,Southwest,4.038836966231408,重庆
364,Chongqing,CO2,Southwest,11.314336471653306,重庆
378,Chongqing,Land,Southwest,568.9911887834375,重庆
392,Chongqing,Water,Northwest,408.93004385199646,重庆
406,Chongqing,Energy,Northwest,2.259225580606842,重庆
420,Chongqing,CO2,Northwest,5.889029252603505,重庆
434,Chongqing,Land,Northwest,151.23874194572886,重庆
448,Chongqing,Water,EU,206.96118226287172,重庆
462,Chongqing,Energy,EU,1.0957522000544573,重庆
476,Chongqing,CO2,EU,2.908526534113946,重庆
490,Chongqing,Land,EU,82.52719921766135,重庆
504,Chongqing,Water,Non-EU,73.48392153103212,重庆
518,Chongqing,Energy,Non-EU,0.38274165578144875,重庆
532,Chongqing,CO2,Non-EU,1.017100473151665,重庆
546,Chongqing,Land,Non-EU,29.42997151123204,重庆
560,Chongqing,Water,EA,168.69857905903612,重庆
574,Chongqing,Energy,EA,0.8711633843185232,重庆
588,Chongqing,CO2,EA,2.318954837757712,重庆
602,Chongqing,Land,EA,68.26426886878926,重庆
616,Chongqing,Water,BRIIAT,196.50971459685593,重庆
630,Chongqing,Energy,BRIIAT,0.9775934206490192,重庆
644,Chongqing,CO2,BRIIAT,2.609354195665547,重庆
658,Chongqing,Land,BRIIAT,79.77514905953774,重庆
672,Chongqing,Water,NAFTA,359.3049371907545,重庆
686,Chongqing,Energy,NAFTA,1.7748483351978825,重庆
700,Chongqing,CO2,NAFTA,4.7600937426740035,重庆
714,Chongqing,Land,NAFTA,144.3828732402095,重庆
728,Chongqing,Water,RoW,272.7759234476396,重庆
742,Chongqing,Energy,RoW,1.5649311457397708,重庆
756,Chongqing,CO2,RoW,4.131817341523722,重庆
770,Chongqing,Land,RoW,108.29922793943732,重庆
,source,EWCL,target,value,region
1,North,Water,Yunnan,743.5673944905246,云南
2,Northeast,Water,Yunnan,425.09595756203976,云南
3,Central,Water,Yunnan,2099.7024864897508,云南
4,Central Coast,Water,Yunnan,492.5504573890299,云南
5,South Coast,Water,Yunnan,395.2751556161858,云南
6,Southwest,Water,Yunnan,2181.870342952732,云南
7,Northwest,Water,Yunnan,382.6281836870393,云南
8,EU,Water,Yunnan,55.862246651021835,云南
9,Non-EU,Water,Yunnan,28.55422113240728,云南
10,EA,Water,Yunnan,33.7822664604206,云南
11,BRIIAT,Water,Yunnan,1024.731813215352,云南
12,NAFTA,Water,Yunnan,640.356600320427,云南
13,RoW,Water,Yunnan,1969.1708966538956,云南
15,North,Energy,Yunnan,3.8233409157864653,云南
16,Northeast,Energy,Yunnan,1.593759217206329,云南
17,Central,Energy,Yunnan,4.737018483103064,云南
18,Central Coast,Energy,Yunnan,3.2534949262348754,云南
19,South Coast,Energy,Yunnan,2.9535145271608463,云南
20,Southwest,Energy,Yunnan,6.114389747437069,云南
21,Northwest,Energy,Yunnan,2.574246235195047,云南
22,EU,Energy,Yunnan,0.7638830669332608,云南
23,Non-EU,Energy,Yunnan,0.23458615575147598,云南
24,EA,Energy,Yunnan,2.4066100315603554,云南
25,BRIIAT,Energy,Yunnan,1.6955972628680043,云南
26,NAFTA,Energy,Yunnan,0.9903051002481754,云南
27,RoW,Energy,Yunnan,4.569770127165309,云南
29,North,CO2,Yunnan,10.250280244604639,云南
30,Northeast,CO2,Yunnan,4.1479323048890935,云南
31,Central,CO2,Yunnan,14.878304019659442,云南
32,Central Coast,CO2,Yunnan,8.446334539250822,云南
33,South Coast,CO2,Yunnan,7.593719342095482,云南
34,Southwest,CO2,Yunnan,17.84289276222233,云南
35,Northwest,CO2,Yunnan,6.931954362375452,云南
36,EU,CO2,Yunnan,0.8970681908661361,云南
37,Non-EU,CO2,Yunnan,0.3580454370037962,云南
38,EA,CO2,Yunnan,2.281997248599712,云南
39,BRIIAT,CO2,Yunnan,4.074136677863997,云南
40,NAFTA,CO2,Yunnan,1.5874215425399556,云南
41,RoW,CO2,Yunnan,6.145448567428212,云南
43,North,Land,Yunnan,135.91403146100924,云南
44,Northeast,Land,Yunnan,214.2650169523289,云南
45,Central,Land,Yunnan,755.464575752718,云南
46,Central Coast,Land,Yunnan,79.43891703179885,云南
47,South Coast,Land,Yunnan,145.78166745289477,云南
48,Southwest,Land,Yunnan,1395.751888734325,云南
49,Northwest,Land,Yunnan,788.1162917198747,云南
50,EU,Land,Yunnan,26.59156595921388,云南
51,Non-EU,Land,Yunnan,13.920039715134545,云南
52,EA,Land,Yunnan,6.370829229263505,云南
53,BRIIAT,Land,Yunnan,761.3830173168095,云南
54,NAFTA,Land,Yunnan,302.51140251916297,云南
55,RoW,Land,Yunnan,1338.3296113299382,云南
56,Yunnan,Water,North,865.1307881463598,云南
70,Yunnan,Energy,North,2.2038927217087023,云南
84,Yunnan,CO2,North,6.817302106814311,云南
98,Yunnan,Land,North,991.5265848402623,云南
112,Yunnan,Water,Northeast,159.8535263090647,云南
126,Yunnan,Energy,Northeast,0.6473964197402102,云南
140,Yunnan,CO2,Northeast,1.8850523978802585,云南
154,Yunnan,Land,Northeast,175.29420675297365,云南
168,Yunnan,Water,Central,1293.468132643316,云南
182,Yunnan,Energy,Central,3.341413690256182,云南
